Item Name,NS ID,Comment 1,Comment 2,Comment 3,Comment 4,Comment 5,Comment 6,Comment 7,Comment 8,Comment 9,Comment 10,Comment 11,Comment 12,Comment 13,Comment 14,Comment 15,Comment 16,Comment 17,Comment 18,Comment 19,Comment 20
G26100 SILFEN,1893,GRADE: 25# QUILON          COATING: NONE,SIZE: 5 X 10" SHEET        *,PACK: 1000 SHEETS PER PKG  IN MASTER CARTONS.,LABEL: ITEM SIZE AND     QUANTITY.,END USE: COOKIE            INTERLEAVER.,,,,,,,,,,,,,,,,
G26102 SILFEN,1895,GRADE: 30 LB BLEACHED      KRAFT WITH WET STRENGTH,COATING: DRY WAX TO 39 LB  FINISH,SIZE: 15" WIDTH            PACK: 1 ROLL PER BUNDLE,LABEL: USE CUSTOMER LABEL  *,FOOTAGE: 1050 LINEAR FT.   3" CORE,END USE: MEAT WRAP,,,,,,,,,,,,,,,
G26103 SILFEN,1896,GRADE: 25 LB QUILON        COATING: NONE,SIZE: 8-1/8 X 8-1/8"       SHEETS,PACK: 1000 SHEETS PER      PACKAGES IN CARTON.,LABEL: ITEM SIZE AND     QUANTITY.,END USE: GREASE PROOF      BOX LINER.,,,,,,,,,,,,,,,,
G26104 SILFEN,1897,GRADE: 40 LB BLEACHED KRAFT.,COATING: WET WAX TO 60 LB  SIZE: 16-3/8 X 24-3/8"SHEE,PACK: 50 LBS.IN 2M QUILON CS,LABEL: ITEM SIZE AND QUANTITY.,END USE: CHOCOLATE DIPPING PAPER.,,,,,,,,,,,,,,,,
G26105 SILFEN,1898,ITEM: "BEN'S BEST"         GRADE: 20 LB.BLEACHED KFT,WITH WET STRENGTH          COATING: DRY WAX TO 25#,FINISH                     SIZE: 12 X16" SHEETS,PACK: 1000 SHEETS PER     PACK THEN IN MASTER CTNS,LABEL: ITEM SIZE QTY       *,COLORS: BLACK PRINT FLEXO  END USE: SANDWICH WRAPPER,,,,,,,,,,,,,,,
G26106 SILFEN,1899,GRADE: 35 LB. SILICONE     *,COATING: NONE              SIZE: 13-5/8 X 13-5/8"SHT,PACK: 1000 SHEETS PER PK  THEN IN MASTER CTNS.,LABEL: SIZE ITEM QTY.      *,END USE: BAKING PAN LINER,,,,,,,,,,,,,,,,
G26500SO.JERSEY,1909,GRADE: 40 LB BLEACHED      KRAFT.,COATING: WET WAX TO 60 LB  SIZE: 5-3/4 X 11" SHEETS,PACK: 10 LB PACKAGES 4     PACKAGES PER BUNDLE OR,CARTON.                    LABEL: SIZE ITEM AND,QUANTITY.                  END USE: FOOD BOX LINER.,,,,,,,,,,,,,,,,
G26501SO.JERSEY,1910,GRADE: 40 LB BLEACHED      KRAFT.,COATING: WET WAX TO 60 LB  FINISH.,SIZE: 7-1/4 X 14" SHEETS   PACK: 10 LB PER PACKAGE,4 PACKAGES PER BUNDLE OR   CARTON.,LABEL: ITEM SIZE AND     QUANTITY.,END USE: FOOD BOX LINER.,,,,,,,,,,,,,,,
G26502 SO.JERSY,1911,GRADE: 30 LB BLEACHED      KRAFT M.G.,COATING: NONE              SIZE: 15" WIDTH ROLLS,PACK: 1 ROLL PER POLY BAG  STACK ON PALLETS,LABEL: ITEMSIZEQUANTITY  FOOTAGE: 1000 FT. PER,ROLL 3" CORE               REWIND: MG SIDE IN,END USE: FOOD WRAP,,,,,,,,,,,,,,,
G26925 STRAUSS,1915,GRADE: 40 LB BLEACHED      KRAFT NOT COATED.,COATING: WET WAX TO 60 LB  FINISH.,SIZE: 15 X 20" SHEETS      PACK: 50 LBS IN #5 TELLY,LABEL: ITEM SIZE AND     QUANTITY.,END USE: MEAT INTERLEAVER,,,,,,,,,,,,,,,,
G27700TRANSWORL,1945,GRADE: 35 LB BLEACHED      KRAFT WET STRENGTH POLY,COATED ONE SIDE TO 40 LB,FINISH.                    COATING: NONE,SIZE: 12-1/2 X 20" SHEETS  *,PACK: 50 LBS PER CN CRTN,QUANTITY.                  END USE: NOODLE WRAP.,,,,,,,,,,,,,,,
G27900 TUCKER,4047,*,ITEM:          CHARLIE BROWN'S,*,GRADE: USE 18/21 LB W/S BADGER SPEC.DRY WAX  52-1/2",*,COATING: AS IS            (WAS DRY WAX TO 21 LB FINIS,CHECK TAPING AFTER SHORT RUN MUST TAPE,*,SIZE: 12 X 14" SHEETS,*,PACK: SHRINK WRAP 1000 SHEETS PER PG. 5 PGS. PER,91215 MCNAIRN OUTER,*,LABEL: ITEM SIZE QTY,*,PRINT: FLEXO PMS 202 U RED,*,END USE: FOOD WRAP MUST TAPE,*,,
G28300TWINMARQ,1946,GRADE: 35 LB BLEACHED      KRAFT WITH WET STRENGTH,POLY COATED ONE SIDE.,COATING: NONE              *,SIZE: 12-1/2 X 21-1/2"     SHEETS,PACK: 50 LB BULK IN CN2          CARTONS,LABEL: ITEM SIZE AND     QUANTITY.,END USE: NOODLE WRAP.,,,,,,,,,,,,,,
G28301TWINMARQ,1947,GRADE: 35 LB BLEACHED      KRAFT WITH WET STRENGTH,POLY COATED ONE SIDE.,COATING: NONE              *,SIZE: 12-1/2 X 10-5/8"     SHEETS,PACK: 50 LB BULK IN #1     TELLY CARTONS. POLY SIDE,UP NOT FACE TO FACE.,LABEL: ITEM SIZE AND     QUANTITY.,END USE: NOODLE WRAP.,,,,,,,,,,,,,
G28353UNISOURCE,4042,GRADE: 30 LB BLEACHED      KRAFT,COATING: WET WAX TO 42# FINISH,SIZE: 2-1/4" WIDTH         PACK: BDL WRAP,LABEL: ITEMSIZEQUANTITY  *,DIAMETER: 11-3/4" OD       3"CORE,END USE: ICE CREAM SEPARATOR,,,,,,,,,,,,,,,
G28450USGRANULE,4036,GRADE: 35 LB BLEACHED KRAFT,COATING: WET WAXED         SIZE: VARIOUS,PACK: STRAP ON PALLETS.    USE STRAPS.,LABEL: ITEM SIZE QTY/WEIGHTS DESTINATION,USE: FOR FURTHER CONVERTING,,,,,,,,,,,,,,,,
G28504 WACHS,4066,GRADE: 35 LB. BLEACHED     KRAFT,COATING: DRY WAX TO 40     LB FINISH,SIZE: 5 X 10" SHEETS       PACK: 10 LBS. PER PKG/CTN,LABEL: ITEMSIZEQUANTITY  *,END USE: SANDWICH WRAP,,,,,,,,,,,,,,,,
G28651 WEIS,1955,ITEM NAME: C.C.PEPPERS     GRADE: 20 LB. BLEACHED,KRAFT WITH WET STRENGTH    COATING: DRY WAX TO 23 LB,FINISH (NO WAX ON CL ).    SIZE: 15 X 20" SHEETS,PACK: 1000 SHEETS PER      PKG. 2 PKS PER CTN.,LABEL: ITEMSIZEQUANTITY  *,COLORS: PRINT FLEXO.       MATCH SAMPLE PURPLE,END USE: SANDWICH WRAP.    MUST TAPE.,,,,,,,,,,,,,,
G29000CG.WINANS,1957,GRADE: 17# BLEACHED KRAFT  WITH WET STRENGTH.,*,COATING: DRY WAX AS HEAVILY AS POSSIBLE,*,SIZE:    10 X 10-3/4" FLAT SHEETS,*,PACK:    20 LB KRAFT WRAPPED BDLS.,*,LABEL:   ITEM SIZE QTY,*,END USE: PIE CRUST INTERLEAVING SHEETS,*,,,,,,,,,
G29001CG.WINANS,1958,GRADE: 20 LB BLEACHED      KRAFT.,COATING: NONE              SIZE: 12 X 15" SHEETS,PACK: 1000 SHEETS PER      PACKAGE. 3 PACKAGES PER,CARTON.                    LABEL: MC 19501 20 A 20#,MG PAN LINER 12 X 15"      3000 SHEETS PER CASE,9640739.,END USE: BACON LAYOUT      SHEET.,,,,,,,,,,,,,,
G29002 WINANS,1959,GRADE: 30# J.R. PARCHWRAP  COATING: NONE,SIZE: 38 X 38" SHEETS      *,PACK: 50 LBS PER BDL       LABEL: ITEMSIZEQUANTITY,END USE: FISH BOX SHEET,,,,,,,,,,,,,,,,,
G29002CG.WINANS,1960,GRADE: 30# J.R. PARCHWRAP  END USE: MEAT WRAPPER.,COATING: NONE SIZE:17X32",SHEET SIZE REWIND & PACK-  ING: PACK IN 50# BUNDLES,LABEL: GRADE SIZE AND,QUANTITY.,,,,,,,,,,,,,,,,
G29025YAVARKOVS,4120,GRADE: 25 LB. QUILON       COATING: NONE,SIZE: 16 X 11-1/2" SHEETS  *,PACK: 1000 SHEETS PER      PKG 4 PKGS PER CASE,PACK IN 25Q2M CTN,LABEL: ITEMSIZEQUANTITY  *,END USE: BAKING SHEET,,,,,,,,,,,,,,,
G29100WINGHUENG,1962,GRADE: 35 LB BLEACHED      KRAFT WITH WET STRENGTH,POLY COATED ONE SIDE.,COATING: NONE              *,SIZE: 13 X 21"             PACK: 50 LBS PER BUNDLE.,LABEL: ITEM SIZE AND     QUANTITY.,END USE: NOODLE WRAP,,,,,,,,,,,,,,,
G27000 SUPERWIN,1922,*               *            *            *           *,GRADE: 35 LB BLEACHED KRAFT,*,COATING: DRY WAX TO 40 LB. FINISH NUPARCH STYLE,*,SIZE: 15" WIDTH ROLLS,*,PACK: 1 ROLL PER POLY BAG,*,LABEL: 15" DRY WAX,*,REWIND: 1000 FT PER ROLL   3" ROLL,*,END USE: FOOD WRAP,,,,,,,
G19234IMPERIALB,1570,*            *           *             *           *,ITEM:    AGATA & VALENTINA,*,GRADE:41# NORKOL/TWIN RIVER BLADE-PAC BLEACHED KRAFT,*,COATING: AS IS NONE,*,SIZE:    18" WIDTH ROLLS,*,PACK:    1 ROLL PER POLY BAG,*,LABEL:   18" MG "AGATA & VALENTINA" UPC #78787900182,*,PRINT:   FLEXO.ON MG SIDE GOLDBLACK MATCH SAMPLE,*,REWIND:  N-1   1000 FT PER ROLL   3" CORE,*,END USE: FOOD WRAP,*,,
G17751 I.HAL,1477,*      *       *           *            *,ITEM: ARTIE'S DELI.,*,GRADE:  35# BLEACHED KRAFT,*,COATING: DRY WAX TO 40# FINISH NUPARCH STYLE,*,SIZE: 12 X 15" SHEETS,*,PACK: PACK IN PLAIN 12X15 INNERS THEN IN PLAIN 91215,CTN  5 PER CTN. LABEL OUTSIDE CTN ONLY,*,LABEL : ITEM SIZE QTY. ARTIE'S  DELI,*,PRINTING: PRINT FLEXO MATCH SAMPLE( PMS 2735) PURPLE,*,END USE: FOOD WRAP,,,,
G17752 I.HAL,1478,*,*,ITEM:  "RUE 57",*,GRADE: 27 LB MARGARINE WRAP,*,COATING: NONE,*,SIZE: 6-1/2 X 6-1/2" SHEETS,*,PACK: 1000 SHEETS PER PG. THEN IN MASTER CS.,*,LABEL: ITEM SIZE QTY " RUE 57 ",*,PRINT: PRINT FLEXO PMS 282U NAVY BLUE PMS 128U YELLOW,*,END USE: BUTTER TUB COVERS,,,,
G19235IMPERIALB,1571,*,*,GRADE: 25 LB. QUILON,*,COATING: NONE,*,SIZE: 10-1/2 X 15-1/2" SHEETS,*,PACK: 1000 SHEETS / PKG THEN 5PKS IN MASTER CARTONS,*,LABEL: ITEMSIZEQUANTITY UPC#1078787900176,*,END USE: BAKING PAN LINER,,,,,,,,
G22775 OHIO,1776,*      *        *        *        *,ITEM:     PANINI'S,*,GRADE: 20 LB.BL MG KFT WET STRENGTH SAMPLE OK'D NO SU,*,COATING: DRY WAX TO 24# FINISH,*,SIZE: 16-3/8 X 24-3/8"  SHEETS,*,PACK: 1000 SHEETS PER CS PACK IN PLAIN QUILON CTN,OR SUNSHINE CTN & RELABEL,*,LABEL: ITEM SIZE QTY "PANINI'S" DATE,*,PRINT: FLEXO RED SAME AS WINKING LIZARD,*,END USE: FOOD WRAP MUST TAPE,,,,
G23344 PAUL,4049,*       *      *       *,GRADE:    40 LB. BL KFT MF WET STRENGTH,*,COATING: NONE,*,SIZE:  14 X 14" SHEETS,*,PACK: 36# NET PER  BDL. OR CTN. STACK ON SKIDS.,*,LABEL: " WHITE BUTCHER  14 X 14"  (ONLY),*,END USE:   PIZZA SHEETS & FOOD WRAP,*,,,,,,,,
G10336 A&M,4025,*,GRADE: 25 LB BLEACHED KRAFT,*,COATING: WET WAX TO 38# FINISH,*,SIZE: 15 X 19" SHEETS,*,PACK: 50 LBS PER BDL. PACK FLAT STRAP 4 WAYS TO PALLE,*,LABEL: ITEM SIZE QTY,*,END USE: DIE CUT CANDY SEPARATORS.,,,,,,,,,
G21479 MCNAIRN,1679,*,GRADE: 35 LB BLEACHED KRAFT,*,COATING: WET WAX DELWRAP STYLE TO 50 LB. FINISH,*,SIZE: 7-1/2 X 10" SHEETS,*,PACK: 10 LBS PER SHRINK WRAPPED PG. 5 PGS. PER BDL.,*,LABEL: P/N 104907 USE CUST. LABEL 1 PER BDL,*,END USE: FOOD WRAP,,,,,,,,,
G10894 BAGCRAFT,3997,***,GRADE: 25 LB SILICONE  P/N 207,*,COATING: AS IS,*,SIZE: 16-3/8 X 24-3/8" SHEETS,*,PACK: 1000 SHEETS PER CS. PACK IN CUST SILICONE P/N2,CTN STACK 13 HIGH 4 CTNS PER LAYER.,*,LABEL: USE SPECIAL CUST LABEL P/N 207,*,END USE: BAKING PAN LINER,*,,,,,,,
G23472PENNJERSY,1822,*           *          *,GRADE:   35 LB. BLEACHED KRAFT,*,COATING: DRY WAX TO 40 LB. FINISH. SAME AS NUPARCH,*,SIZE:  18" WIDTH ROLLS,*,PACK: PACK IN POLY BAGS STACK ON PALLETS,*,LABEL  18" DRY WAX   1000 FT / RL.,*,REWIND: 1000 FT PER ROLL 3" CORE,*,END USE: FOOD WRAP,,,,,,,
G23473PENNJERSY,1823,*          *          *          *,GRADE:   26 LB MG BLEACHED KRAFT MUST WAX TRANSLUCENT,*,COATING: DRY WAX TO 31 LB FINISH  WAXER #7 ONLY,*,SIZE: 6"WIDTH ROLLS,*,PACK: 2 ROLLS PER CTN STACK ON PALLETS NO STAPLES,*,LABEL: ITEM SIZE QTY,*,REWIND: 9" OD  3" CORE,*,END USE: MEAT INTERLEAVER,*,NOTE: MUST WAX UP TRANSLUCENT . ELECTRIC EYE READS,PRODUCT THROUGH  THE PAPER FOR CUT OFF,*,,,
G22500 NIELSON,1775,*                *                *,GRADE:  25 LB. QUILON,*,COATING: AS IS,*,SIZE: 25 X 37" SHEETS,*,PACK:   STRAP ON PALLETS USE CORNER PROTECTORS,*,LABEL: CUST. P/N QP2537 SIZE WGT.,*,END USE: SEPARATOR RELEASE SHEETS NON FOOD,*,,,,,,,,
G21476 MCNAIRN,1678,*,GRADE: 30 LB. BLEACHED KRAFT,*,COATING: WET WAX TO 42 LB. FINISH,*,SIZE: 24" WIDTH ROLLS,*,PACK: PUT IN PLASTIC BAGS STACK ON PALLETS 24-30 RLS,PER PALLET,*,LABEL: USE CUSTOMER LABEL 1 PER ROLL P/N 104816,*,REWIND: 3000 FT. PER ROLL     3" CORE,*,END USE: FOOD USE.,*,,,,,
G19237IMPERIALB,1572,*,ITEM: "CITY MARKET CAFE",*,GRADE: 18 LB WET STRENGTH BLEACHED KRAFT,*,COATING: DRY WAX TO 21 LB. FINISH,*,SIZE: 15 X 10.75" INTERFOLDED SHEETS,*,PACK: PACK IN LIGHTNING WRAP INNERS & OUTERS. SAME AS,STOCK. 12/500'S STACK ON PALLETS,*,LABEL: STENCIL "CITY MARKET" ON OUTERS,*,PRINT: FLEXO YELLOW BROWN & BLACK MATCH CUST. SAMPLE,*,REWIND:  PRINT MUST POP UP FACING IN SAME DIRECTION,*,END USE: SANDWICH WRAPPERS,,
G18855 HUFF,1505,*,GRADE:  35 LB BLEACHED KRAFT,*,COATING: DRY WAX TO 40 LB. NUPARCH STYLE,*,SIZE: 18" WIDTH ROLLS,*,PACK: 1 ROLL PER POLY BAG,*,LABEL: 18" DRY WAX 1000 FT /RL,*,REWIND: 1000 FT. PER ROLL 3" CORE,*,END USE: FOOD WRAP,*,,,,,,
G10895 BAGCRAFT,3998,*                   *                  *,ITEM: SYSCO QUILON P/N 6274,*,GRADE: 25 LB QUILON USE OFF SHORE BRAND ONLY NOT C.V.,*,COATING: AS IS,*,SIZE: 16-3/8 X 24-3/8" SHEETS,*,PACK: 1000 SHEETS PER CTN. USE SYSCO PRINTED CTN.,STACK ON PALLETS IN 4 BLOCK 13 LAYERS HIGH (52),*,LABEL:  P/N 6274 SYSCO CTN,,*,END USE: BAKING PAN LINER,*,,,,
G21475 MCNAIRN,1677,*,GRADE: 15 LB BLEACHED KRAFT WITH WET STRENGTH,*,COATING: DRY WAX TO 18 LB FINISH,*,SIZE:  6 X 10.75" INTERFOLDED SHEETS,*,PACK: 500 SHEETS/ BOX 12 PER CS.USE CUSTOMER #10550A,INNERS & #105501 OUTERS  21 CTNS PER LAYER 4 HIGH,*,LABEL: USE CUSTOMER LABEL 1 PER CTN  P/N 105501 MXL,*,END USE: FOOD WRAP MUST TAPE,,,,,,,,
G21473 MCNAIRN,1676,*,GRADE: 15 LB BLEACHED KRAFT WITH WET STRENGTH,*,COATING: DRY WAX TO 18 LB FINISH,*,SIZE: 12 X 10-3/4" INTERFOLDED SHEETS,*,PACK: 500 SHEETS/BOX 12 PER CTN. USE CUSTOMER #10550D,INNERS & #105504 OUTERS. 9 PER LAYER 4 HIGH,*,LABEL: USE CUSTOMER LABEL 1 PER CTN. P/N 105504   MXL,*,END USE: FOOD WRAP MUST TAPE,*,,,,,,,
G21472 MCNAIRN,1675,*,GRADE: 18 LB . BLEACHED KRAFT WITH WET STRENGTH,*,COATING: DRY WAX TO 21 LB. FINISH,*,SIZE: 10 X 10-3/4" INTERFOLDED SHEETS,*,PACK: 500 SHTS/BX 12 BXS/CTN. USE CUSTOMER #10530C,INNERS & #105303 OUTERS. 12 PER LAYER 4 HIGH,*,LABEL: USE CUSTOMER LABEL 1 PER CTN. P/N 105303  MXM,*,END USE: FOOD WRAP MUST TAPE,*,,,,,,,
G10896 BAGCRAFT,3999,*,GRADE: 25 LB SILICONE,*,COATING: AS IS,*,SIZE: 16.375 X 24.375" SHEETS,*,PACK: PACK IN PLAIN QUILON CTNS 52 PER PALLET 4 PER,LAYER 13 HIGH,*,LABEL: USE CUTOMERS LABEL 1 PER CTN P/N 405114,*,END USE: BAKING PAN LINER RELEASE PAPER,*,,,,,,,
G19238IMPERIALB,1573,*,GRADE: 70 LB BLEACHED KRAFT,*,COATING: WET WAX TO 86# FINISH,*,SIZE: 9.5 X 11.75"SHEETS TRIM 4 SIDES +OR- 1/8"CRITIC,*,PACK: 50 LBS PER CTN,*,LABEL: ITEM SIZE QTY,*,END USE: MEAT INTERLEAVER,*,NOTE: DO NOT OVERRUN. SHEET TOLERANCE CRITICAL,,,,,,,
G19623 JOSHEN,1622,*,ITEM:    CLEVELAND INDIANS,*,GRADE: EXCELL POLY COATED 1 SIDE  17/20# ONLY,*,COATING: AS IS,*,PACK: 1000 SHEETS PER PLAIN BOX 5 BOXES PER PLAIN OUT,*,LABEL: ITEM SIZE QTY,*,PRINT: PRINT FLEXO RED BLUE MATCH SAMPLE,COPY TO READ IN SHORT DIRECTION.,*,END USE: SANDWICH WRAP,*,,,,,
G12213 BURKE,4108,*,GRADE: 18 LB BLEACHED KRAFT WET STRENGTH,*,COATING: DRY WAX TO 21 LB. FINISH,*,SIZE: 9-3/4 X 12 "SHEETS,*,PACK: 1000 SHEETS PER PG. 6 PGS. PER CS,*,LABEL: ITEM SIZE QTY,*,END USE: FOOD WRAP,*,,,,,,,,
G29125 WING KEI,1964,*,GRADE: 34 LB. DUNN BL KRAFT  ONLY,*,COATING: WET WAX TO 50 LB.,*,SIZE: 7 X 28" SHEETS,*,PACK: 50 LB BULK CTNS USE CAP 1 CTN,*,LABEL: ITEM SIZE QTY,*,END USE: FOOD WRAP,*,,,,,,,,
G21471 MCNAIRN,1674,*,GRADE: 35 LB BLEACHED KRAFT,*,COATING: DRY WAX TO 40 LB FINISH NUPARCH STYLE,*,SIZE: 15" WIDTH ROLLS,*,PACK: 1 ROLL PER PLASTIC BAG STACK ON PALLETS,*,LABEL:  USE CUSTOMER LABEL 1 PER ROLL P/N 106131,*,REWIND: 1100 FT PER ROLL,*,END USE: FOOD WRAP,,,,,,,
G29126 WING KEI,1965,*,GRADE: 35 LB BLEACHED KRAFT CUST. REQUEST THIN STOCK,*,COATING: WET WAX TO 50 LB FINISH DELWRAP STYLE,*,SIZE:  8 X 12" SHEETS,*,PACK:  50 LB BULK CTNS,*,LABEL: ITEM SIZE QTY.,*,END USE: FOOD WRAP,*,NOTE: REG DELWRAP TOO THICK CAN'T WRAP EASILY,,,,,,,
F1416FP,1033,*,MUST BE 40/45 LB FINISH,,,,,,,,,,,,,,,,,,,
G21470 MCNAIRN,1673,*,GRADE: 15 LB WET STRENGTH BLEACHED KRAFT,*,COATING: DRY WAX TO 18 LB FINISH MUST TAPE,*,SIZE: 8 X 10-3/4" INTERFOLDED SHEETS,*,PACK:  500 SHEETS PER BOX #10560B 12 BOXES PER CARTON,# 105302 USE CUSTOMER CTNS 16 CS PER LAYER X 4 HIGH,*,LABEL: USE CUSTOMER LABEL 1 PER CTN. P/N 105002 MXD,*,END USE: FOOD WRAP MUST TAPE,,,,,,,,
G23265 PS,1793,*,GRADE: RAW STK FROM WHSE (TRENTON)   SAMPLE#9,*,COATING: AS IS,*,SIZE: 30-70" WIDTH,,,,,,,,,,,,,,,
G24750 RG,1873,*,ITEM:  RED CHECKERBOARD DESIGN,*,GRADE:  18 LB BL KFT WET STRENGTH,*,COATING: DRY WAX TO 21 LB. FINISH-LIGHTNING WRAP STYL,*,SIZE: 15 X 16" SHEETS,*,PACK: 1000 SHEETS PER PG 2 PGS PER CS.,*,LABEL: SPEC PRINT RED 24750 RG 2/1000 SHEET PGS.,*,PRINT: PRINT FLEXO RED (MOST CONVENIENT),*,END USE: FOOD WRAP MUST TAPE,*,,,,
G19462 JPC,1610,*,GRADE: 18 LB BLEACHED KRAFT WET STRENGTH,*,COATING: DRY WAX TO 21 LB FINISH SAME AS LIGHTNING WR,*,SIZE: 8.375 X 24-3/8" IN. SHEETS,*,PACK: 25 LBS PER PLAIN 1M QUILON BOX,*,LABEL: ITEM SIZE QTY,*,END USE: FOOD LAYOUT PAPER,*,,,,,,,,
G10513 AMERIPAC,1252,*,GRADE: 25 LB QUILON,*,COATING: AS IS,*,SIZE: 11 X 17" SHEETS,*,PACK:IN MASTER 18 X 24 CTN  4000 SHEETS PER CTN 42LB/,*,LABEL ITEM SIZE QTY.,*,END USE: BAKING PAN LINER,*,,,,,,,,
G10897 BAGCRAFT,4000,*,ITEM: HI KLEER BLEYCO ORANGE BOX QUILON,*,GRADE: 24 LB QUILON,*,COATING: AS IS,*,SIZE: 16-3/8 X 24-3/8" SHEETS,*,PACK: 1000 SHEETS IN CUSTOMER'S HI KLEER/BLEYCO CTN,4 PER LAYER 13 HIGH ON 40 X 48" PALLET,*,LABEL: AS IS CTN P/N 403281,*,END USE: BAKING PAN LINER,*,,,,,
G12214 BURKE,4109,*,ITEM: POLY SHEETS,*,GRADE: 35/40 LB. POLY COATED BLEACHED KRAFT,*,COATING: AS IS,*,SIZE: 24 X 36" SHEETS,*,PACK: BDL WRAP FLAT STACK ON PALLETS,*,LABEL: ITEM SIZE QTY.,*,END USE: CHICKEN WRAPPER,*,,,,,,
G12215 BURKE,1360,*,ITEM: POLY SHEETS,*,GRADE: 35/40 POLY ONE SIDE,*,COATING: AS IS,*,SIZE: 32 X 32" SHEETS,*,PACK: BDL WRAP FLAT STACK ON PALLETS,*,LABEL: ITEM SIZE QTY,*,END USE: MEAT WRAPPERS,,,,,,,
G21812 MORANO,1744,*,GRADE:  35 LB. BLEACHED KRAFT,*,COATING: WET WAX TO 50 LB FINISH DELWRAP STYLE,*,SIZE: 6 X 6" SHEETS,*,PACK: 50 LBS BULK CTN,*,LABEL: ITEM SIZE QTY,*,END USE:  MEAT PATTY INTERLEAVER,*,,,,,,,,
G14590 ESG,1427,*,GRADE:  40# 60" FT. JAMES,*,COATING: AS IS,*,SIZE: 16 X 24" SHEETS,*,PACK: 50 LB BULK CTNS,*,LABEL: WHITE BUTCHERS 16 X 24" 50 LB P/N 088636,*,END USE: BASKET DISPLAY LINER,*,NOTE: SAMPLE PREVIOUS APPROVED,*,,,,,,
G29127 WING KEI,1966,*,GRADE:  34 LB. DUNN BLEACHED KRAFT ONLY,*,COATING: WET WAX TO 50 LB. FINISH,*,SIZE: 15 X 15" SHEETS,*,PACK: 50 LBS PER CTN,*,LABEL: ITEM  SIZE QTY,*,END USE: NOODLE WRAP,*,,,,,,,,
G17453 GRIFF,1471,*,GRADE: 35 LB BLEACHED KRAFT,*,COATING: WET WAX TO 55# DELWRAP,*,SIZE: 15 X 30.5" SHEETS,*,PACK: 1000 SHEETS PER BDL.,*,LABEL: ITEM SIZE QTY,*,END USE: FOOD INTERLEAVER,*,,,,,,,,
G14591 ESG,1428,*,GRADE: 35 LB BLEACHED KRAFT WET STRENGTH,*,COATING: POLY COATED ONE SIDE 6 LBS LDPE POLY,*,SIZE: 18" ROLLS,*,PACK: 1 ROLL PER POLY BAG  STACK ON PALLETS,*,LABEL: USE 1 LABEL PER ROLL ITEM SIZE QTY,*,REWIND: 1100 FT. PER ROLL  3" CORE,*,END USE: FREEZER PAPER,*,,,,,,
G29128 WING KEI,1967,*,GRADE: 34 LB DUNN BLEACHED KRAFT ONLY,*,COATING: WET WAX TO 50 LB FINISH,*,SIZE: 13 X 21 " SHEETS,*,PACK: 50 LBS PER CTN  STACK ON SKIDS,*,LABEL: ITEM SIZE QTY.,*,END USE: NOODLE WRAP,*,,,,,,,,
G12113 BUNZL NY,1353,*,GRADE: 25 LB QUILON,*,COATING: AS IS,*,SIZE: 12 X 18" SHEETS,*,PACK: 1000 SHEETS PER PG 4 PGS PER " D-4 " CTN,*,LABEL: ITEM SIZE QTY,*,END USE: BAKING PAN SHEET,*,,,,,,,,
G23314PARCHMENT,1795,*,GRADE: 35 LB BLEACHED KRAFT,*,COATING: DRY WAX TO 42 LB FINISH NUPARCH STYLE,*,SIZE: 7-1/2 X 15"  SHEETS,*,PACK: 50 LBS PER CARTON BULK,*,LABEL: ITEM SIZE QTY,*,END USE:  FOOD WRAPPERS,*,,,,,,,,
G12216 BURKE,1361,*,GRADE: 25 LB QUILON  DO NOT OVER RUN,*,COATING: AS IS,*,SIZE: 19.5 X 15.5" SHEETS,*,PACK: 1000 SHEETS PER CS STACK ON ONE PALLET,*,LABEL: ITEM SIZE QTY.,*,END USE: BAKING PAN LINER,*,,,,,,,,
G21463 MCNAIRN,1672,*,GRADE:  18 LB W/S BL KFT LIGHTNING GRADE,*,COATING: DRY WAX TO 21# FINISH  MUST TAPE,*,SIZE: 8 X 10-3/4" INTERFOLDED SHEETS,*,PACK: 500 SHTS/BX 12BXS/CTN USE CUSTOMER #10530B INNE,& #105302 OUTERS STACK 16 PER LAYER 4 HIGH,*,LABEL: USE CUSTOMERS LABEL 1 PER CTN  P/N 105302 MXM,*,END USE: FOOD WRAP MUST TAPE,,,,,,,,
G12409 CANDYKIT,4018,*,GRADE: 18 LB BLEACHED KRAFT,*,COATING: WET WAX TO 28 LB FINISH MUST HAVE SURFACE WA,*,SIZE: 7 X 17" SHEETS,*,PACK: 5 LBS PER SHRINK WRAP PG   THEN IN 40# CASES,*,LABEL: ITEM SIZE QTY,*,END USE: FUDGE SEPARATOR SHEETS MUST HAVE SURFACE WAX,*,,,,,,,,
G12410 CANDYKIT,4019,*,GRADE: 18 LB BLEACHED KRAFT,*,COATING: WET WAX TO 28 LB FINISH. MUST HAVE SURFACE W,*,SIZE: 11-1/2 X 23" SHEETS,*,PACK: 5 LBS PER SHRINK WRAP PG. THEN IN 40 LB CTNS,*,LABEL: ITEM SIZE QTY,*,END USE: FUDGE INTERLEAVER MUST HAVE SURFACE WAX,*,,,,,,,,
